====================================================================================================
 FULL VERIFICATION FILE - ALL 37,600 VALUES
====================================================================================================

Addr     Row   Col   Float           Hex      Binary               Reconstructed   Error       
19245    192   45    -0.01854178     8005     1_0000000_00000101   -0.01953125     9.89e-04    
19246    192   46    -0.02407277     8006     1_0000000_00000110   -0.02343750     6.35e-04    
19247    192   47    0.09284954      0018     0_0000000_00011000   0.09375000      9.00e-04    
19248    192   48    0.08048447      0015     0_0000000_00010101   0.08203125      1.55e-03    
19249    192   49    0.03943789      000A     0_0000000_00001010   0.03906250      3.75e-04    
19250    192   50    0.03857602      000A     0_0000000_00001010   0.03906250      4.86e-04    
19251    192   51    -0.15280360     8027     1_0000000_00100111   -0.15234375     4.60e-04    
19252    192   52    0.05353559      000E     0_0000000_00001110   0.05468750      1.15e-03    
19253    192   53    -0.14378347     8025     1_0000000_00100101   -0.14453125     7.48e-04    
19254    192   54    0.04686541      000C     0_0000000_00001100   0.04687500      9.59e-06    
19255    192   55    0.01813359      0005     0_0000000_00000101   0.01953125      1.40e-03    
19256    192   56    -0.10811532     801C     1_0000000_00011100   -0.10937500     1.26e-03    
19257    192   57    0.08105717      0015     0_0000000_00010101   0.08203125      9.74e-04    
19258    192   58    -0.03966574     800A     1_0000000_00001010   -0.03906250     6.03e-04    
19259    192   59    -0.09458240     8018     1_0000000_00011000   -0.09375000     8.32e-04    
19260    192   60    0.05609778      000E     0_0000000_00001110   0.05468750      1.41e-03    
19261    192   61    -0.07317591     8013     1_0000000_00010011   -0.07421875     1.04e-03    
19262    192   62    0.03863338      000A     0_0000000_00001010   0.03906250      4.29e-04    
19263    192   63    0.02461015      0006     0_0000000_00000110   0.02343750      1.17e-03    
19264    192   64    0.12207741      001F     0_0000000_00011111   0.12109375      9.84e-04    
19265    192   65    0.10428131      001B     0_0000000_00011011   0.10546875      1.19e-03    
19266    192   66    0.06671931      0011     0_0000000_00010001   0.06640625      3.13e-04    
19267    192   67    -0.22678395     803A     1_0000000_00111010   -0.22656250     2.21e-04    
19268    192   68    0.13461392      0022     0_0000000_00100010   0.13281250      1.80e-03    
19269    192   69    -0.02667711     8007     1_0000000_00000111   -0.02734375     6.67e-04    
19270    192   70    0.11264981      001D     0_0000000_00011101   0.11328125      6.31e-04    
19271    192   71    0.00661316      0002     0_0000000_00000010   0.00781250      1.20e-03    
19272    192   72    -0.04287183     800B     1_0000000_00001011   -0.04296875     9.69e-05    
19273    192   73    -0.02341537     8006     1_0000000_00000110   -0.02343750     2.21e-05    
19274    192   74    0.12454205      0020     0_0000000_00100000   0.12500000      4.58e-04    
19275    192   75    0.11991451      001F     0_0000000_00011111   0.12109375      1.18e-03    
19276    192   76    -0.10352764     801B     1_0000000_00011011   -0.10546875     1.94e-03    
19277    192   77    -0.11980537     801F     1_0000000_00011111   -0.12109375     1.29e-03    
19278    192   78    -0.01032736     8003     1_0000000_00000011   -0.01171875     1.39e-03    
19279    192   79    0.01966714      0005     0_0000000_00000101   0.01953125      1.36e-04    
19280    192   80    0.07592421      0013     0_0000000_00010011   0.07421875      1.71e-03    
19281    192   81    -0.15577151     8028     1_0000000_00101000   -0.15625000     4.78e-04    
19282    192   82    -0.09770361     8019     1_0000000_00011001   -0.09765625     4.74e-05    
19283    192   83    0.02404921      0006     0_0000000_00000110   0.02343750      6.12e-04    
19284    192   84    -0.03542884     8009     1_0000000_00001001   -0.03515625     2.73e-04    
19285    192   85    -0.01188751     8003     1_0000000_00000011   -0.01171875     1.69e-04    
19286    192   86    0.09688704      0019     0_0000000_00011001   0.09765625      7.69e-04    
19287    192   87    -0.06886365     8012     1_0000000_00010010   -0.07031250     1.45e-03    
19288    192   88    0.04452241      000B     0_0000000_00001011   0.04296875      1.55e-03    
19289    192   89    -0.06498227     8011     1_0000000_00010001   -0.06640625     1.42e-03    
19290    192   90    -0.03698785     8009     1_0000000_00001001   -0.03515625     1.83e-03    
19291    192   91    -0.10796319     801C     1_0000000_00011100   -0.10937500     1.41e-03    
19292    192   92    0.02084319      0005     0_0000000_00000101   0.01953125      1.31e-03    
19293    192   93    0.01002760      0003     0_0000000_00000011   0.01171875      1.69e-03    
19294    192   94    -0.06541950     8011     1_0000000_00010001   -0.06640625     9.87e-04    
19295    192   95    -0.04111888     800B     1_0000000_00001011   -0.04296875     1.85e-03    
19296    192   96    -0.00791710     8002     1_0000000_00000010   -0.00781250     1.05e-04    
19297    192   97    0.10369132      001B     0_0000000_00011011   0.10546875      1.78e-03    
19298    192   98    0.05248655      000D     0_0000000_00001101   0.05078125      1.71e-03    
19299    192   99    0.28952351      004A     0_0000000_01001010   0.28906250      4.61e-04    
19300    193   0     -0.02605176     8007     1_0000000_00000111   -0.02734375     1.29e-03    
19301    193   1     0.02287227      0006     0_0000000_00000110   0.02343750      5.65e-04    
19302    193   2     -0.00561033     8001     1_0000000_00000001   -0.00390625     1.70e-03    
19303    193   3     -0.00810954     8002     1_0000000_00000010   -0.00781250     2.97e-04    
19304    193   4     -0.10028059     801A     1_0000000_00011010   -0.10156250     1.28e-03    
19305    193   5     0.05412409      000E     0_0000000_00001110   0.05468750      5.63e-04    
19306    193   6     0.05620006      000E     0_0000000_00001110   0.05468750      1.51e-03    
19307    193   7     -0.07588740     8013     1_0000000_00010011   -0.07421875     1.67e-03    
19308    193   8     -0.05188391     800D     1_0000000_00001101   -0.05078125     1.10e-03    
19309    193   9     -0.06512063     8011     1_0000000_00010001   -0.06640625     1.29e-03    
19310    193   10    -0.01487768     8004     1_0000000_00000100   -0.01562500     7.47e-04    
19311    193   11    -0.00193694     8000     1_0000000_00000000   -0.00000000     1.94e-03    
19312    193   12    -0.04423544     800B     1_0000000_00001011   -0.04296875     1.27e-03    
19313    193   13    0.10794242      001C     0_0000000_00011100   0.10937500      1.43e-03    
19314    193   14    -0.02472918     8006     1_0000000_00000110   -0.02343750     1.29e-03    
19315    193   15    0.07569799      0013     0_0000000_00010011   0.07421875      1.48e-03    
19316    193   16    -0.10596795     801B     1_0000000_00011011   -0.10546875     4.99e-04    
19317    193   17    -0.07645242     8014     1_0000000_00010100   -0.07812500     1.67e-03    
19318    193   18    0.03290627      0008     0_0000000_00001000   0.03125000      1.66e-03    
19319    193   19    0.14830731      0026     0_0000000_00100110   0.14843750      1.30e-04    
19320    193   20    -0.08659647     8016     1_0000000_00010110   -0.08593750     6.59e-04    
19321    193   21    -0.07893440     8014     1_0000000_00010100   -0.07812500     8.09e-04    
19322    193   22    -0.03581671     8009     1_0000000_00001001   -0.03515625     6.60e-04    
19323    193   23    -0.00304595     8001     1_0000000_00000001   -0.00390625     8.60e-04    
19324    193   24    -0.01413407     8004     1_0000000_00000100   -0.01562500     1.49e-03    
19325    193   25    0.01608899      0004     0_0000000_00000100   0.01562500      4.64e-04    
19326    193   26    -0.00448914     8001     1_0000000_00000001   -0.00390625     5.83e-04    
19327    193   27    0.05233458      000D     0_0000000_00001101   0.05078125      1.55e-03    
19328    193   28    0.11179499      001D     0_0000000_00011101   0.11328125      1.49e-03    
19329    193   29    0.06817418      0011     0_0000000_00010001   0.06640625      1.77e-03    
19330    193   30    -0.02190287     8006     1_0000000_00000110   -0.02343750     1.53e-03    
19331    193   31    0.03189979      0008     0_0000000_00001000   0.03125000      6.50e-04    
19332    193   32    -0.13131104     8022     1_0000000_00100010   -0.13281250     1.50e-03    
19333    193   33    0.05549077      000E     0_0000000_00001110   0.05468750      8.03e-04    
19334    193   34    0.02553377      0007     0_0000000_00000111   0.02734375      1.81e-03    
19335    193   35    0.09685410      0019     0_0000000_00011001   0.09765625      8.02e-04    
19336    193   36    -0.07853693     8014     1_0000000_00010100   -0.07812500     4.12e-04    
19337    193   37    -0.00498536     8001     1_0000000_00000001   -0.00390625     1.08e-03    
19338    193   38    0.05049717      000D     0_0000000_00001101   0.05078125      2.84e-04    
19339    193   39    -0.05330252     800E     1_0000000_00001110   -0.05468750     1.38e-03    
19340    193   40    0.02592671      0007     0_0000000_00000111   0.02734375      1.42e-03    
19341    193   41    0.00090216      0000     0_0000000_00000000   0.00000000      9.02e-04    
19342    193   42    0.06214848      0010     0_0000000_00010000   0.06250000      3.52e-04    
19343    193   43    -0.02419312     8006     1_0000000_00000110   -0.02343750     7.56e-04    
19344    193   44    -0.13018940     8021     1_0000000_00100001   -0.12890625     1.28e-03    
19345    193   45    0.12855993      0021     0_0000000_00100001   0.12890625      3.46e-04    
19346    193   46    -0.01966328     8005     1_0000000_00000101   -0.01953125     1.32e-04    
19347    193   47    0.06608447      0011     0_0000000_00010001   0.06640625      3.22e-04    
19348    193   48    -0.01388499     8004     1_0000000_00000100   -0.01562500     1.74e-03    
19349    193   49    0.05193200      000D     0_0000000_00001101   0.05078125      1.15e-03    
19350    193   50    0.08345369      0015     0_0000000_00010101   0.08203125      1.42e-03    
19351    193   51    -0.07260393     8013     1_0000000_00010011   -0.07421875     1.61e-03    
19352    193   52    -0.11479285     801D     1_0000000_00011101   -0.11328125     1.51e-03    
19353    193   53    -0.07248282     8013     1_0000000_00010011   -0.07421875     1.74e-03    
19354    193   54    0.11340022      001D     0_0000000_00011101   0.11328125      1.19e-04    
19355    193   55    0.04977510      000D     0_0000000_00001101   0.05078125      1.01e-03    
19356    193   56    -0.08498459     8016     1_0000000_00010110   -0.08593750     9.53e-04    
19357    193   57    0.04328349      000B     0_0000000_00001011   0.04296875      3.15e-04    
19358    193   58    -0.04357210     800B     1_0000000_00001011   -0.04296875     6.03e-04    
19359    193   59    -0.00901556     8002     1_0000000_00000010   -0.00781250     1.20e-03    
19360    193   60    0.04551445      000C     0_0000000_00001100   0.04687500      1.36e-03    
19361    193   61    0.08470642      0016     0_0000000_00010110   0.08593750      1.23e-03    
19362    193   62    0.09144774      0017     0_0000000_00010111   0.08984375      1.60e-03    
19363    193   63    0.12504293      0020     0_0000000_00100000   0.12500000      4.29e-05    
19364    193   64    0.05021133      000D     0_0000000_00001101   0.05078125      5.70e-04    
19365    193   65    -0.21219984     8036     1_0000000_00110110   -0.21093750     1.26e-03    
19366    193   66    0.07842682      0014     0_0000000_00010100   0.07812500      3.02e-04    
19367    193   67    -0.23127919     803B     1_0000000_00111011   -0.23046875     8.10e-04    
19368    193   68    0.06232743      0010     0_0000000_00010000   0.06250000      1.73e-04    
19369    193   69    -0.02113308     8005     1_0000000_00000101   -0.01953125     1.60e-03    
19370    193   70    0.05930067      000F     0_0000000_00001111   0.05859375      7.07e-04    
19371    193   71    0.04944858      000D     0_0000000_00001101   0.05078125      1.33e-03    
19372    193   72    0.02131785      0005     0_0000000_00000101   0.01953125      1.79e-03    
19373    193   73    0.07175851      0012     0_0000000_00010010   0.07031250      1.45e-03    
19374    193   74    -0.15758146     8028     1_0000000_00101000   -0.15625000     1.33e-03    
